식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-000322,"김치, 열무 물김치",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 열무 물김치",,,,,,,100g,18,94.09999999999999,1.41,0.07000000000000001,1.51,2.91,1.68,0.5,32,0.21,13,103,493,32,0,378,0.028,0.041,0.08500000000000001,3.88,0,,0.02,0,0,0.08500000000000001,0,-,0,16,,0.383,0,0,0.3,0.27,0.03,0.03,0.04,0.05,0,0,0.01,0,0,0,0,0.85,,0,,,0,0.11,,0.72,0.05,,0,0,0,0,0,0,0,,,34.59,,,0.79,,,,,0,,7.34,,0,0,0,,,6.09,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,53,,119,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000323,"김치, 오이 소박이",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 오이 소박이",,,,,,,100g,37,89.8,1.76,0.37,1.41,6.66,3.17,3.1,29,0.57,40,283,302,56,2,649,0.077,0.099,0.336,0.89,0,,0.08,0,0.016,0.32,0,-,0,24,,0.548,0,0,0.57,0.52,0.01,0.24,0.05,0.08,0,0,0,0,0,0,0.54,1.33,,0,,,0,0,,1.3,0.28,,0,0,0,0,0,0,0,,,198.67,,,4.64,,,,,0,,37.93,,0,0,0,,,30.14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,66,,79,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000324,"김치, 유채 김치",S,국가표준식품성분표,,농진청('04),,채소류,,"김치, 유채 김치",,,,,,,100g,62,82.40000000000001,3.5,0.8,3.2,10.1,-,-,67,-,77,464,926,222,0,2666,0.2,0.23,1.4,56,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000325,"김치, 유채 물김치",S,국가표준식품성분표,,농진청('04),,채소류,,"김치, 유채 물김치",,,,,,,100g,17,94.7,1,0.1,1.2,3,-,-,37,-,23,112,452,3,0,34,0.08,0.04,0.7,19,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000326,"김치, 총각 김치",S,국가표준식품성분표,,농진청('22),,채소류,,"김치, 총각 김치",,,,,,,100g,42,87.59999999999999,1.92,0.29,2.31,7.89,3,2.4,38,0.52,44,331,630,14,0,164,0.025,0.053,0.289,3.49,0,,0.05,0,0.177,0.112,0.72,0.126,0,50,,0.11,0,0,0.43,0.43,0,0,0,0,0,0,0,21.5,21.5,0,0,1.25,,0,,,0,0.21,,1.53,0.14,,0,0,0,0,0,0,0,,,79.69,,,7.91,,,,,0,,37.73,,0,0,0,,,16.62,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,55,,71,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000327,"김치, 파 김치",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 파 김치",,,,,,,100g,49,86,2.5,0.58,2.41,8.51,2.8,4.6,60,0.73,41,282,655,107,0,1289,0.051,0.114,0.589,2.22,0,,0.11,0,0.03,0.5590000000000001,0,-,0.08,66,,0,0,0,1.39,1.37,0.03,0,0,0,0,0,0,0,0,0,0,1.62,,0,,,0,0,,1.18,0.44,,0,0,0,0,0,0,0,,,319.22,,,7.8,,,,,1.74,,68.56999999999999,,0,0,0,,,43.91,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,85,,119,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000328,"김치, 얼갈이배추 김치",S,국가표준식품성분표,,농진청('15),,채소류,,"김치, 얼갈이배추 김치",,,,,,,100g,30,91,1.88,0.58,2.17,4.37,1.15,3.3,125,0.39,53,201,581,115,0,1376,0.016,0.039,0.5600000000000001,5.36,0,,0.09,0,0.228,0.332,0,-,0,58,,0.202,0,0,0.5,0.49,0,0.1,0,0,0,0,0,102.3,102.3,0,0.03,0.32,,0,,,0,0.07000000000000001,,0.73,0.46,,0,0,0,0,0,0,0,,,257.27,,,21.38,,,,,0,,71.2,,0,0,0,,,110.43,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,69,,100,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000329,꽃양배추(콜리플라워),S,국가표준식품성분표,,농진청('18),,채소류,,꽃양배추(콜리플라워),,,,,,,100g,27,91.40000000000001,2.17,0.48,1.09,4.84,2.28,4.6,14,0.33,62,403,13,1,0,9,0.212,0.101,0.278,33.44,0,,0.07000000000000001,0,0,0.278,6.11,0.195,0,64,,1.011,0,0,0.02,0,0,0.2,0,0,0,0,0,13.45,13.45,0,0,0.84,,0,,,0,0.57,,0.87,0.16,,0,0,2.2,0,0,0,0,,,27.19,,,20.43,,,,,0,,101.18,,0,0,0,,,3.64,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,81,,121,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000330,"꽃양배추(콜리플라워), 데친것",S,국가표준식품성분표,,농진청('18),,채소류,,"꽃양배추(콜리플라워), 데친것",,,,,,,100g,26,91.40000000000001,2.4,0.47,1.13,4.62,2.42,3.5,15,0.43,63,377,13,1,0,9,0.055,0.101,0.989,30.42,0,,0.07000000000000001,0,0,0.989,6.89,0.193,0,47,,0.742,0,0,0.06,0.05,0,0.1,0,0,0,0,0,17.89,17.89,0,0,0.62,,0,,,0,1.15,,0.66,0.21,,0,0,2.56,0,0,0,0,,,34.57,,,22.61,,,,,0,,142.92,,0,0,0,,,2.04,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,90,,139,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000331,꿀풀(하고초),S,국가표준식품성분표,,농진청('09),,채소류,,꿀풀(하고초),,,,,,,100g,48,84.8,1.6,0.2,1.5,11.9,-,-,160,21.3,61,836,3,1725,1150,6902,0.1,0.19,1.1,5,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000332,"꿀풀(하고초), 말린것",S,국가표준식품성분표,,농진청('09),,채소류,,"꿀풀(하고초), 말린것",,,,,,,100g,309,9,8.199999999999999,4,7.2,71.59999999999999,-,-,996,20.9,279,2232,10,972,648,3886,0.47,0.76,5.6,5,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000333,"날개콩, 미숙",S,국가표준식품성분표,,농진청('87),,채소류,,"날개콩, 미숙",,,,,,,100g,36,90.7,1.9,0.2,0.7,6.5,-,-,40,1.4,27,-,-,11,0,126,0.06,0.11,1,17,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000334,냉이,S,국가표준식품성분표,,농진청('15),,채소류,,냉이,,,,,,,100g,41,86.2,4.23,0.27,1.24,8.06,1.28,5.3,193,13.24,90,271,5,78,0,939,0.07000000000000001,0.318,0.535,24.29,0,,0.08,0,0.083,0.452,0,-,0,120,,0.859,0,0,0.87,0.82,0,0.5,0,0,0,0,0,183.26,183.26,0,0,0.7,,0,,,0,0,,0.58,0.18,,0,0,2.85,0,0,0,0,,,43.96,,,13.99,,,,,0,,112.12,,0,0,0,,,3.97,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,184,,238,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000335,"냉이, 데친것",S,국가표준식품성분표,,농진청('15),,채소류,,"냉이, 데친것",,,,,,,100g,49,84.2,5.09,0.5,1.02,9.19,0,8.1,192,9.74,100,180,4,138,0,1655,0,0.322,0.398,35.8,0,,0.1,0,0.005,0.393,0,-,0,100,,0.377,0,0,2.14,2.06,0.13,0.1,0,0,0,0,0,250.17,250.17,0,0,0,,0,,,0,0,,0,0.37,,0,0,3.75,0,0,0,0,,,67.7,,,31.7,,,,,0,,265.7,,0,0,0,,,4.49,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,174,,243,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000336,누리장나무잎,S,국가표준식품성분표,,농진청('04),,채소류,,누리장나무잎,,,,,,,100g,65,79.7,4.5,1,2.1,12.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000337,는쟁이냉이,S,국가표준식품성분표,,농진청('89),,채소류,,는쟁이냉이,,,,,,,100g,28,90.09999999999999,2.5,0.3,1.7,5.4,-,-,47,3.9,86,-,-,58,0,697,0.04,0.12,0.1,19,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000338,달래,S,국가표준식품성분표,,농진청('13),,채소류,,달래,,,,,,,100g,28,91,1.9,0.22,0.78,6.1,1.46,2.9,62,3.51,44,235,7,97,0,1162,0.064,0.09,0.8129999999999999,-,0,,0.07000000000000001,0,0.313,0.5,0,-,0,23,,0.309,0,0,0.39,0.36,0.03,0.12,0.01,0,0,0,0,94.15000000000001,94.15000000000001,0,0,1,,0,,,0,0,,0.46,0.14,,0.38,0,0,0,0,0,0,,,67.53,,,1.65,,,,,0,,63.71,,0.79,0,0,,,4.05,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,76,,129,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000339,"당귀, 일당귀, 잎",S,국가표준식품성분표,,농진청('09),,채소류,,"당귀, 일당귀, 잎",,,,,,,100g,43,86.3,3.2,0.4,1.3,8.800000000000001,-,-,80,17.8,92,453,3,18,0,211,0.2,0.16,0.7,43,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000340,"당귀, 참당귀, 잎",S,국가표준식품성분표,,농진청('09),,채소류,,"당귀, 참당귀, 잎",,,,,,,100g,39,87.8,2.6,0.7,1.5,7.4,-,-,54,15,71,685,3,21,0,247,0.18,0.24,0.6,25,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000341,"당근, 뿌리",S,국가표준식품성분표,,농진청('13),,채소류,,"당근, 뿌리",,,,,,,100g,31,91.09999999999999,1.02,0.13,0.72,7.03,6.23,3.1,24,0.28,42,299,23,460,0,5516,0.037,0.062,0.882,3.02,0,,0.03,0,0.882,0,0.89,-,0,22,,0.186,0,0,0.68,0.66,0,0,0,0.07000000000000001,0,0,0,14.46,14.46,0,0,1.63,,0,,,0,2.72,,1.88,0.09,,0.17,0,0,0,0,0,0,,,83.02,,,1.7,,,,,0,,7.9,,0,0,0,,,2.53,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,23,,36,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000342,"더덕, 뿌리",S,국가표준식품성분표,,농진청('22),,채소류,,"더덕, 뿌리",,,,,,,100g,80,78.7,2.28,0.76,0.6899999999999999,17.58,4.86,3.7,30,0.74,75,226,0,0,0,4,0.049,0.018,0.189,4.72,0,,0.03,0,0.189,0,0.29,0.014,0,5,,0.13,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,3.1,,0,,,0,1.62,,0.14,0.07000000000000001,,0,0,0,0,0,0,0,,,57.56,,,0,,,,,0,,12.13,,0,0,0,,,3.59,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22,,27,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000343,"도라지, 뿌리",S,국가표준식품성분표,,농진청('19),,채소류,,"도라지, 뿌리",,,,,,,100g,65,82,2.01,0.15,0.74,15.15,1.14,4.2,40,0.32,67,231,3,1,0,6,0.08599999999999999,0.032,0.571,7.58,0,,0.03,0,-,-,0.43,0.021,0,11,,0.214,0,0,0.86,0.84,0,0.02,0,0.03,0,0,0,0,0,0,0,0.51,,0,,,0,0.35,,0.29,0.07000000000000001,,0,0,0,0,0,0,0,,,64.03,,,1.2,,,,,0,,5.38,,0,0,0,,,3.68,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,19,,29,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000344,돌나물,S,국가표준식품성분표,,농진청('13),,채소류,,돌나물,,,,,,,100g,15,94.7,1.19,0.08,0.8,3.23,0,1,190,0.77,19,198,0,90,0,1084,0.298,0.075,0.122,107.99,0,,0.02,0,0.022,0.1,0,-,0,28,,0,0,0,0.6899999999999999,0.6899999999999999,0,0.04,0,0,0,0,0,174.58,174.58,0,0,0,,0,,,0,0,,0,0.05,,0.09,0,0,0,0,0,0,,,20.23,,,0.88,,,,,0,,25.53,,0,0,0,,,1.43,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,47,,87,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000345,동아,S,국가표준식품성분표,,JAPAN('20),,채소류,,동아,,,,,,,100g,15,95.2,0.5,0.1,0.4,3.8,-,1.3,19,0.2,18,200,1,(0),(0),(0),0.01,0.01,0.4,39,(0),,(0.01),-,-,-,0.2,0.03,(0),26,,0.21,-,-,0.1,0.1,0,0,0,-,-,-,-,1,-,-,-,-,,-,,,-,-,,-,(0.06),,-,-,-,-,-,-,-,,,(44),,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,(18),,(23),,,,,,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000346,"동아, 데친것",S,국가표준식품성분표,,JAPAN('20),,채소류,,"동아, 데친것",,,,,,,100g,15,95.3,0.6,0.1,0.3,3.7,-,1.5,22,0.3,19,200,1,(0),(0),(0),0.01,0.01,0.4,27,(0),,(0.01),-,-,-,-,0.03,(0),25,,0.20,-,-,0.1,0.1,0,0,0,-,-,-,-,Tr,-,-,-,-,,-,,,-,-,,-,(0.06),,(0),-,-,-,(0),(0),-,,,(44),,,-,,,,,(0),,(0),,-,-,(0),,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,(22),,(28),,,,,,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000347,"두릅, 땅두릅",S,국가표준식품성분표,,농진청('14),,채소류,,"두릅, 땅두릅",,,,,,,100g,25,91.40000000000001,2.4,0.22,1.19,4.79,0.8100000000000001,4.4,80,8,67,456,2,45,0,534,0.01,0.261,0.354,9.83,0,,0.07000000000000001,0,0.314,0.04,0.82,-,0,29,,0,0,0,0.1,0.1,0,0,0,0,0,0,0,164.225,164.225,0,0,0.47,,0,,,0,0,,0.34,0.14,,0,0,0,0,0,0,0,,,99,,,4.08,,,,,2.82,,31.81,,0,0,0,,,2.66,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,66,,114,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000348,"두릅, 참두릅",S,국가표준식품성분표,,농진청('13),,채소류,,"두릅, 참두릅",,,,,,,100g,33,88.2,4.13,0.22,1.56,5.89,0,2.3,48,1.68,123,547,1,185,0,2222,0.263,0.358,1.789,23.74,0,,0.06,0,1.782,0.007,3.26,-,0,82,,2.462,0,0,1.29,1.1,0.08,1.36,0.36,0,0,0,0.05,322.88,322.88,0,0,0,,0,,,0,0,,0,0.15,,0,0,0,0,0,0,0,,,80.91,,,9.27,,,,,0,,57.11,,0,0,0,,,2.11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,155,,246,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000349,"둥굴레, 잎",S,국가표준식품성분표,,농진청('92),,채소류,,"둥굴레, 잎",,,,,,,100g,52,84,3.4,0.2,0.6,11.7,-,-,58,8.9,47,362,9,9,0,110,0.11,0.05,0.3,2,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000350,"들깨, 싹",S,국가표준식품성분표,,농진청('84),,채소류,,"들깨, 싹",,,,,,,100g,17,95.09999999999999,1.7,0.1,0.6,2.5,-,-,29,7.8,62,-,-,4,0,47,0.04,0.19,0.1,7,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000351,들깻잎,S,국가표준식품성분표,,농진청('13),,채소류,,들깻잎,,,,,,,100g,47,84.3,4.46,0.5,1.85,8.890000000000001,0,5.699999999999999,296,1.91,83,421,1,630,0,7565,0.329,0.508,0.3,2.73,0,,0.14,0,0.257,0.043,0,-,0,150,,0.255,0,0,1.09,1.07,0.03,0.03,0,0,0,0,0,786.51,786.51,0,0,0,,0,,,0,0,,0,0.34,,0.3,0,0,0,0,0,0,,,69.51000000000001,,,15.04,,,,,0,,245.03,,0,0,0,,,12.53,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,223,,339,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000352,"들깻잎, 데친것",S,국가표준식품성분표,,농진청('13),,채소류,,"들깻잎, 데친것",,,,,,,100g,32,89.59999999999999,3.93,0.6,1.07,4.8,0,3.9,226,1.39,72,196,1,587,0,7040,0.045,0.161,0.064,0.13,0,,0.1,0,0.026,0.038,0,-,0,38,,0.063,0,0,1.46,1.45,0.01,0,0,0,0,0,0,655.88,655.88,0,0,0,,0,,,0,0,,0,0.47,,0,0,0,0,0,0,0,,,61.57,,,22.06,,,,,0,,381.3,,0,0,0,,,5.17,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,187,,300,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000353,"들깻잎, 찐것",S,국가표준식품성분표,,농진청('13),,채소류,,"들깻잎, 찐것",,,,,,,100g,37,87.3,4.37,0.55,1.71,6.07,0,4.7,265,2.42,77,411,1,601,0,7207,0.138,0.421,0.174,1.05,0,,0.09,0,0.097,0.077,0,-,0,64,,0.255,0,0,2.04,2.02,0.03,0,0,0.03,0,0,0,773.8099999999999,773.8099999999999,0,0,0,,0,,,0,0,,0,0.43,,0,0,0,0,0,0,0.73,,,53.79,,,20.89,,,,,0,,343.56,,0,0,0,,,5.93,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,185,,277,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000354,들깻잎장아찌,S,국가표준식품성분표,,농진청('16),,채소류,,들깻잎장아찌,,,,,,,100g,124,63.6,4.03,0.42,5.95,26,16.41,4.4,178,2.34,53,285,1809,347,0,4167,0.099,0.221,0.716,12.74,0,,0.06,0,0.261,0.455,0,-,0,49,,0,0,0,1.8,1.67,0.06,0.02,0,0.32,0,0,0,390.9,390.9,0,0,8.26,,0,,,0,0,,8.15,0.33,,0,0,0,0,0,0,0,,,42.32,,,15.54,,,,,0,,267.51,,0,0,0,,,4.93,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,155,,272,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000355,루꼴라,S,국가표준식품성분표,,농진청('20),,채소류,,루꼴라,,,,,,,100g,26,90.8,3.17,0.43,1.39,4.2,0.97,1.3,159,1.5,57,524,13,385,0,4615,0.129,0.249,0.203,51,0,,0.06,0,0.13,0.073,2.39,0.18,0,131,,0.406,0,0,0.64,0.63,0.02,0,0,0,0,0,0,424.77,424.77,0,0,0.18,,0,,,0,0,,0.79,0.21,,0.41,0,0.95,0,0,0,0.42,,,30.06,,,30.23,,,,,0.3,,147.06,,0,0,0,,,3.46,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,132,,170,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000356,리크,S,국가표준식품성분표,,농진청('88),,채소류,,리크,,,,,,,100g,54,84,1.8,0.3,0.7,13.2,-,-,20,0.1,205,380,4,23,0,277,0.05,0.05,0.3,41,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000357,"리크, 데친것",S,국가표준식품성분표,,JAPAN('20),,채소류,,"리크, 데친것",,,,,,,100g,28,91.3,1.3,0.1,0.5,6.8,(2.6),2.6,26,0.6,26,180,2,3,(0),37,0.05,0.07000000000000001,0.3,9,(0),,(0.01),-,-,-,-,0.20,(0),68,,0.14,-,-,0.3,0.3,0,0.1,0,-,-,-,-,8,-,-,(0),(1.5),,(0),,,(0),(0.3),,(0.8),(0.06),,-,-,-,-,-,-,-,,,(23),,,-,,,,,-,,(33),,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,(51),,(77),,,,,,,,(46),,,,,,,,,,,,,,,,,,,,,,,,,
