식품명,총개수,유효개수,제거개수,대표행 필터통과
마카롱_산딸기 마카롱,3,1,2,FALSE
무생채_굴,3,1,2,FALSE
미역초무침,3,1,2,FALSE
밀크티/버블티_얼그레이 밀크티 핫(HOT),3,1,2,FALSE
밀푀유나베_간편조리세트_밀푀유나베,3,1,2,FALSE
볶음밥_참치_김치,3,1,2,FALSE
볶음밥_햄,3,1,2,TRUE
비빔밥_참치_양념장,3,1,2,FALSE
빙수_망고 빙수,3,1,2,FALSE
선짓국,3,1,2,FALSE
소고기 미역국,3,1,2,FALSE
숙주나물_숙주,3,1,2,FALSE
스무디_딸기 쉐이크,3,1,2,FALSE
스무디_망고 요거트 스무디,3,1,2,FALSE
스콘_플레인 스콘,3,1,2,TRUE
오리백숙,3,1,2,FALSE
오이생채_오이_부추,3,1,2,FALSE
와플_아이스크림 와플,3,1,2,TRUE
와플_티라미수 와플,3,1,2,FALSE
유자차_유자차,3,1,2,FALSE
유자차_유자차 아이스(ICED) (L),3,1,2,FALSE
자몽차_자몽차,3,1,2,FALSE
자몽차_자몽차 아이스(ICED) (L),3,1,2,FALSE
잔멸치볶음_잔멸치_견과류,3,1,2,FALSE
잡곡밥,3,1,2,FALSE
잡채_소고기,3,1,2,FALSE
짬뽕밥,3,1,2,TRUE
칼국수_바지락,3,1,2,FALSE
커피_바닐라 카페 라떼 아이스(ICED),3,1,2,TRUE
커피_카라멜 마끼아또 핫(HOT) (L),3,1,2,FALSE
커피_헤이즐넛 라떼 아이스(ICED) (L),3,1,2,FALSE
케이크_떠먹는 티라미수 케이크,3,1,2,FALSE
케이크_바스크치즈 케이크,3,1,2,FALSE
콩나물밥_소고기,3,1,2,FALSE
크로플_누텔라 크로플,3,1,2,FALSE
크로플_플레인 크로플,3,1,2,TRUE
파전,3,1,2,TRUE
피자_파인애플 피자 (L),3,1,2,FALSE
하이라이스,3,1,2,FALSE
해물파전,3,1,2,FALSE
가래떡,2,0,2,FALSE
가오리찜,2,0,2,FALSE
갈비구이_소고기,2,0,2,FALSE
갈비찜_소고기,2,0,2,FALSE
